target_pid,submitting_tid,type,count,gpu_time_us,initialized_s,submitted_s,start_execution_s,finished_s,ane
6568,5992,Render,1,"11,990.000",22.935057300,22.935075700,22.936672900,22.948662900,1/10/1
6568,5992,Render,1,"11,797.000",27.164920000,27.164933200,27.166400000,27.178197000,1/10/1
6568,5992,Render,1,"11,769.800",40.379331400,40.379359600,40.379943500,40.391713300,1/10/1
6568,5992,Render,1,"11,745.200",31.612399200,31.612414200,31.613098600,31.624843800,1/10/1
6568,5992,Render,1,"11,644.700",25.114627300,25.114660000,25.116139500,25.127784200,1/10/1
6568,5992,Render,1,"11,603.800",27.979851600,27.979861900,27.980628800,27.992232600,1/10/1
6568,5992,Render,1,"11,601.800",31.480919000,31.480932500,31.482407900,31.494009700,1/10/1
6568,5992,Render,1,"11,412.900",29.196386500,29.196399700,29.197077700,29.208490600,1/10/1
6568,5992,Render,1,"11,410.100",29.483623300,29.483637700,29.485134400,29.496544500,1/10/1
6568,5992,Render,1,"11,229.400",31.434699100,31.434759200,31.436241900,31.447471300,1/10/1
6568,5992,Render,1,"11,185.300",40.290663100,40.290681800,40.292121900,40.303307200,1/10/1
6568,5992,Render,1,"11,066.100",36.613212300,36.613227700,36.613940200,36.625006300,1/10/1
6568,5992,Render,1,"10,979.200",30.978899600,30.978920100,30.979931000,30.990910200,1/10/1
6568,5992,Render,1,"10,978.800",27.495712600,27.495724300,27.496519800,27.507498600,1/10/1
6568,4612,Render,1,"10,960.500",41.694707900,41.695411400,41.695849800,41.706810300,1/1/1
6568,5992,Render,1,"10,957.000",36.426734700,36.426778900,36.427482600,36.438439600,1/10/1
6568,5992,Render,1,"10,928.200",31.196060000,31.196075100,31.196739600,31.207667800,1/10/1
6568,5992,Render,1,"10,903.000",39.312954400,39.312969000,39.313587200,39.324490200,1/10/1
6568,5992,Render,1,"10,809.900",40.093463500,40.093503400,40.094211400,40.105021300,1/10/1
6568,5992,Render,1,"10,802.000",34.129466300,34.129478300,34.130249800,34.141051800,1/10/1
6568,5992,Render,1,"10,684.400",25.405465700,25.405494400,25.406220900,25.416905300,1/10/1
6568,5992,Render,1,"10,659.800",24.373546900,24.373559600,24.374243600,24.384903400,1/10/1
6568,5992,Render,1,"10,595.800",26.279641800,26.279655200,26.280052600,26.290648400,1/10/1
6568,5992,Render,1,"10,409.200",35.698120200,35.698136000,35.698816500,35.709225700,1/10/1
6568,5992,Render,1,"10,365.300",26.408511500,26.408570700,26.409286500,26.419651800,1/10/1
6568,5992,Render,1,"10,206.300",27.408793400,27.408833500,27.409561200,27.419767500,1/10/1
6568,5992,Render,1,"10,200.400",41.722865200,41.722882700,41.723554800,41.733755200,1/10/1
6568,5992,Render,1,"10,160.400",39.997128600,39.997141900,39.997546600,40.007707000,1/10/1
6568,5992,Render,1,"10,148.400",23.809687600,23.809720400,23.810423100,23.820571500,1/10/1
6568,5992,Render,1,"10,133.800",35.526046500,35.526099700,35.526810500,35.536944300,1/10/1
6568,5992,Render,1,"10,108.500",39.440792900,39.440817200,39.441527400,39.451635900,1/10/1
6568,5992,Render,1,"10,100.500",32.544530400,32.544596500,32.545309300,32.555409800,1/10/1
6568,5992,Render,1,"10,075.100",32.810199900,32.810243300,32.810951600,32.821026700,1/10/1
6568,5992,Render,1,"10,073.100",23.559212400,23.559235300,23.559927200,23.570000300,1/10/1
6568,5992,Render,1,"10,048.400",26.322193700,26.322207900,26.322843800,26.332892200,1/10/1
6568,5992,Render,1,"10,047.200",22.193987600,22.194008900,22.194716500,22.204763700,1/10/1
6568,5992,Render,1,"10,011.800",40.040332100,40.040345700,40.041021300,40.051033100,1/10/1
6568,5992,Render,1,"10,011.000",31.526750500,31.526764000,31.527472900,31.537483900,1/10/1
6568,5992,Render,1,"10,002.600",24.544242200,24.544263900,24.544967400,24.554970000,1/10/1
6568,5992,Render,1,"9,990.700",31.925101900,31.925141100,31.925837400,31.935828100,1/10/1
6568,5992,Render,1,"9,987.500",35.610164000,35.610213300,35.610894800,35.620882300,1/10/1
6568,5992,Render,1,"9,985.500",29.110943700,29.110961100,29.111667700,29.121653200,1/10/1
6568,5992,Render,1,"9,969.800",35.655017600,35.655031300,35.655694800,35.665664600,1/10/1
6568,5992,Render,1,"9,952.400",40.643128200,40.643187400,40.643875700,40.653828100,1/10/1
6568,5992,Render,1,"9,945.400",26.622382600,26.622438200,26.623124800,26.633070200,1/10/1
6568,5992,Render,1,"9,945.100",32.008983100,32.009002600,32.009704800,32.019649900,1/10/1
6568,5992,Render,1,"9,943.000",41.637589700,41.637615000,41.638279300,41.648222300,1/10/1
6568,5992,Render,1,"9,939.900",25.891780200,25.891835700,25.892542700,25.902482600,1/10/1
6568,5992,Render,1,"9,939.700",41.592923000,41.592959500,41.593650100,41.603589800,1/10/1
6568,5992,Render,1,"9,931.500",25.976752800,25.976783800,25.977475600,25.987407100,1/10/1
6568,5992,Render,1,"9,926.300",24.858590700,24.858634800,24.859326900,24.869253200,1/10/1
6568,5992,Render,1,"9,923.700",24.944279700,24.944333700,24.945036200,24.954959900,1/10/1
6568,5992,Render,1,"9,918.200",22.459797600,22.459836600,22.460594700,22.470512900,1/10/1
6568,5992,Render,1,"9,917.800",25.360747100,25.360781800,25.361470400,25.371388200,1/10/1
6568,5992,Render,1,"9,911.100",31.793898700,31.793924300,31.794620000,31.804531100,1/10/1
6568,5992,Render,1,"9,906.400",26.710426200,26.710454500,26.711173500,26.721079900,1/10/1
6568,5992,Render,1,"9,905.100",21.836773700,21.836793200,21.837772100,21.847677200,1/10/1
6568,5992,Render,1,"9,891.900",40.510970200,40.511041400,40.511740800,40.521632700,1/10/1
6568,5992,Render,1,"9,891.700",39.954354100,39.954397700,39.955085900,39.964977600,1/10/1
6568,5992,Render,1,"9,889.300",26.809278700,26.809313700,26.810020900,26.819910200,1/10/1
6568,5992,Render,1,"9,882.400",32.138967100,32.138996400,32.139677200,32.149559600,1/10/1
6568,5992,Render,1,"9,879.800",32.637414400,32.637443300,32.638136900,32.648016700,1/10/1
6568,5992,Render,1,"9,879.600",26.493582100,26.493595900,26.494312600,26.504192200,1/10/1
6568,5992,Render,1,"9,879.400",33.109581100,33.109599600,33.110271800,33.120151200,1/10/1
6568,5992,Render,1,"9,879.000",21.879890800,21.879904100,21.880310200,21.890189200,1/10/1
6568,5992,Render,1,"9,874.600",29.529533200,29.529551500,29.529947900,29.539822500,1/10/1
6568,5992,Render,1,"9,871.600",41.061455300,41.061510300,41.062191200,41.072062800,1/10/1
6568,5992,Render,1,"9,866.800",32.323278400,32.323299000,32.323875000,32.333741800,1/10/1
6568,5992,Render,1,"9,864.800",32.094222300,32.094287500,32.094987900,32.104852700,1/10/1
6568,5992,Render,1,"9,863.300",24.291837600,24.291856200,24.292542000,24.302405300,1/10/1
6568,5992,Render,1,"9,855.700",22.104637900,22.104649300,22.105349300,22.115205000,1/10/1
6568,5992,Render,1,"9,849.200",27.071850100,27.071865900,27.072571700,27.082420900,1/10/1
6568,5992,Render,1,"9,848.200",32.587781100,32.587813400,32.588520600,32.598368800,1/10/1
6568,5992,Render,1,"9,846.300",36.338540400,36.338554200,36.339244800,36.349091100,1/10/1
6568,5992,Render,1,"9,843.100",37.056005300,37.056033100,37.056659500,37.066502600,1/10/1
6568,5992,Render,1,"9,835.800",22.891757600,22.891783300,22.892502500,22.902338300,1/10/1
6568,5992,Render,1,"9,831.600",24.987115800,24.987142000,24.987808700,24.997640300,1/10/1
6568,5992,Render,1,"9,830.300",29.870829200,29.870853000,29.871517200,29.881347500,1/10/1
6568,5992,Render,1,"9,829.900",22.805464300,22.805494400,22.806150900,22.815980800,1/10/1
6568,5992,Render,1,"9,827.800",27.020643500,27.020657200,27.021337100,27.031164900,1/10/1
6568,5992,Render,1,"9,827.600",38.827576500,38.827603000,38.828310400,38.838138000,1/10/1
6568,5992,Render,1,"9,823.400",35.440717900,35.440758400,35.441465200,35.451288600,1/10/1
6568,5992,Render,1,"9,818.100",37.277277500,37.277296800,37.277942500,37.287760600,1/10/1
6568,5992,Render,1,"9,817.400",31.658506000,31.658566200,31.659242100,31.669059500,1/10/1
6568,5992,Render,1,"9,815.700",41.273491500,41.273543400,41.274258900,41.284074600,1/10/1
6568,5992,Render,1,"9,811.600",37.011124500,37.011166500,37.011875500,37.021687100,1/10/1
6568,5992,Render,1,"9,810.900",32.459790900,32.459805500,32.460492300,32.470303200,1/10/1
6568,5992,Render,1,"9,806.200",31.838319900,31.838345800,31.838990900,31.848797100,1/10/1
6568,5992,Render,1,"9,805.800",35.305986900,35.306015500,35.306671900,35.316477700,1/10/1
6568,5992,Render,1,"9,804.500",30.742627800,30.742636000,30.743345400,30.753149900,1/10/1
6568,5992,Render,1,"9,802.300",24.770083700,24.770094800,24.770766400,24.780568700,1/10/1
6568,5992,Render,1,"9,800.200",26.892201200,26.892211700,26.892924300,26.902724500,1/10/1
6568,5992,Render,1,"9,799.000",23.388034500,23.388048900,23.388744300,23.398543300,1/10/1
6568,5992,Render,1,"9,791.500",32.370540600,32.370565900,32.371293700,32.381085200,1/10/1
6568,5992,Render,1,"9,786.500",37.227885800,37.227920700,37.228622700,37.238409200,1/10/1
6568,5992,Render,1,"9,782.800",37.659943600,37.659978400,37.660677600,37.670460400,1/10/1
6568,5992,Render,1,"9,782.500",25.494097400,25.494107500,25.494818200,25.504600700,1/10/1
6568,5992,Render,1,"9,778.800",41.409273900,41.409287500,41.409970500,41.419749300,1/10/1
6568,5992,Render,1,"9,776.200",30.838011700,30.838025500,30.838669300,30.848445500,1/10/1
6568,5992,Render,1,"9,773.000",38.911098100,38.911139300,38.911814200,38.921587200,1/10/1
6568,5992,Render,1,"9,772.000",22.589028500,22.589041200,22.589756900,22.599528900,1/10/1
6568,4612,Render,1,"9,766.900",38.744669200,38.745728900,38.746386200,38.756153100,1/1/1
6568,5992,Render,1,"9,766.700",41.190383300,41.190395700,41.191106300,41.200873000,1/10/1
6568,5992,Render,1,"9,765.300",37.142535900,37.142563500,37.143272300,37.153037600,1/10/1
6568,5992,Render,1,"9,762.500",37.320393600,37.320412100,37.321059200,37.330821700,1/10/1
6568,5992,Render,1,"9,761.300",26.108443300,26.108472800,26.109176300,26.118937600,1/10/1
6568,5992,Render,1,"9,756.800",35.975487800,35.975520000,35.976226900,35.985983700,1/10/1
6568,5992,Render,1,"9,751.900",29.026225100,29.026236800,29.026939100,29.036691000,1/10/1
6568,5992,Render,1,"9,747.000",23.342690000,23.342732500,23.343422500,23.353169500,1/10/1
6568,5992,Render,1,"9,745.800",40.423799900,40.423850500,40.424528000,40.434273800,1/10/1
6568,5992,Render,1,"9,744.400",26.538515900,26.538544400,26.539169100,26.548913500,1/10/1
6568,5992,Render,1,"9,742.800",24.459017100,24.459031600,24.459756700,24.469499500,1/10/1
6568,5992,Render,1,"9,741.900",22.676106900,22.676176600,22.676920000,22.686661900,1/10/1
6568,5992,Render,1,"9,741.800",24.588222000,24.588236000,24.588889300,24.598631100,1/10/1
6568,5992,Render,1,"9,738.900",26.977689300,26.977714800,26.978432100,26.988171000,1/10/1
6568,5992,Render,1,"9,738.000",24.208409100,24.208446900,24.209144500,24.218882500,1/10/1
6568,5992,Render,1,"9,729.500",25.808087200,25.808112600,25.808752500,25.818482000,1/10/1
6568,5992,Render,1,"9,724.400",32.938816600,32.938824500,32.939514200,32.949238600,1/10/1
6568,5992,Render,1,"9,720.000",30.655072900,30.655098800,30.655789700,30.665509700,1/10/1
6568,5992,Render,1,"9,716.500",40.555840300,40.555860200,40.556515800,40.566232300,1/10/1
6568,5992,Render,1,"9,709.400",27.627300700,27.627329000,27.628039900,27.637749300,1/10/1
6568,5992,Render,1,"9,705.900",28.459603500,28.459643300,28.460349200,28.470055100,1/10/1
6568,5992,Render,1,"9,703.000",30.043252900,30.043282500,30.043979900,30.053682900,1/10/1
6568,5992,Render,1,"9,700.000",25.071979400,25.072004900,25.072621600,25.082321600,1/10/1
6568,5992,Render,1,"9,692.900",35.885543200,35.885563000,35.887025800,35.896718700,1/10/1
6568,5992,Render,1,"9,692.000",22.320918600,22.320938800,22.321613100,22.331305100,1/10/1
6568,5992,Render,1,"9,690.600",35.387477700,35.387491400,35.388112300,35.397802900,1/10/1
6568,5992,Render,1,"9,687.900",28.027686100,28.027699700,28.028397000,28.038084900,1/10/1
6568,5992,Render,1,"9,684.900",32.854782400,32.854811300,32.855498300,32.865183200,1/10/1
6568,5992,Render,1,"9,684.800",28.856449700,28.856500900,28.857189900,28.866874700,1/10/1
6568,5992,Render,1,"9,684.500",24.077180000,24.077208500,24.077919800,24.087604300,1/10/1
6568,5992,Render,1,"9,683.800",29.240976600,29.240989700,29.241693400,29.251377200,1/10/1
6568,5992,Render,1,"9,682.300",39.226988600,39.227040900,39.227762100,39.237444400,1/10/1
6568,5992,Render,1,"9,680.300",23.853739300,23.853752800,23.854443100,23.864123400,1/10/1
6568,5992,Render,1,"9,679.400",28.687235000,28.687300000,28.688015200,28.697694600,1/10/1
6568,5992,Render,1,"9,676.000",22.236912800,22.236938300,22.237748300,22.247424300,1/10/1
6568,5992,Render,1,"9,673.100",36.471961600,36.472015400,36.472717700,36.482390800,1/10/1
6568,5992,Render,1,"9,667.600",30.175976100,30.176048900,30.176717200,30.186384800,1/10/1
6568,5992,Render,1,"9,666.700",38.643540900,38.643604400,38.644311900,38.653978600,1/10/1
6568,5992,Render,1,"9,662.500",31.110182900,31.110227200,31.110913100,31.120575600,1/10/1
6568,5992,Render,1,"9,653.000",40.742178100,40.742191500,40.742869600,40.752522600,1/10/1
6568,5992,Render,1,"9,652.000",36.924966000,36.925002400,36.925713000,36.935365000,1/10/1
6568,5992,Render,1,"9,650.000",27.894021500,27.894114600,27.894820800,27.904470800,1/10/1
6568,5992,Render,1,"9,649.400",35.143037900,35.143083200,35.143784100,35.153433500,1/10/1
6568,5992,Render,1,"9,644.300",32.725590400,32.725603300,32.726320300,32.735964600,1/10/1
6568,5992,Render,1,"9,644.000",36.840512500,36.840527600,36.841185900,36.850829900,1/10/1
6568,5992,Render,1,"9,638.100",36.704993500,36.705029800,36.705767400,36.715405500,1/10/1
6568,5992,Render,1,"9,635.600",23.991113100,23.991125300,23.991822400,24.001458000,1/10/1
6568,5992,Render,1,"9,633.100",33.240709800,33.240731200,33.241419400,33.251052500,1/10/1
6568,5992,Render,1,"9,629.600",29.957989100,29.958003000,29.958663800,29.968293400,1/10/1
6568,5992,Render,1,"9,620.400",34.527715700,34.527759000,34.528466500,34.538086900,1/10/1
6568,5992,Render,1,"9,614.100",23.639031300,23.639059200,23.639750500,23.649364600,1/10/1
6568,5992,Render,1,"9,613.800",22.720688900,22.720715600,22.721399200,22.731013000,1/10/1
6568,5992,Render,1,"9,607.200",28.075160900,28.075187300,28.075884200,28.085491400,1/10/1
6568,5992,Render,1,"9,598.400",28.376045900,28.376072700,28.376783200,28.386381600,1/10/1
6568,5992,Render,1,"9,597.500",38.560633200,38.560662300,38.561352700,38.570950200,1/10/1
6568,5992,Render,1,"9,596.400",41.107258500,41.107303200,41.108001500,41.117597900,1/10/1
6568,5992,Render,1,"9,593.400",38.076826100,38.076869400,38.077549300,38.087142700,1/10/1
6568,5992,Render,1,"9,585.800",33.960122000,33.960164900,33.960882000,33.970467800,1/10/1
6568,5992,Render,1,"9,584.700",29.821340000,29.821359300,29.822014900,29.831599600,1/10/1
6568,5992,Render,1,"9,579.100",32.223579500,32.223610700,32.224324200,32.233903300,1/10/1
6568,5992,Render,1,"9,568.100",34.309905900,34.309963000,34.310672700,34.320240800,1/10/1
6568,5992,Render,1,"9,557.200",21.922212900,21.922237300,21.922924100,21.932481300,1/10/1
6568,5992,Render,1,"9,554.400",36.107705400,36.107726000,36.108346800,36.117901200,1/10/1
6568,5992,Render,1,"9,546.700",23.724323400,23.724354400,23.725035200,23.734581900,1/10/1
6568,5992,Render,1,"9,546.700",38.771495600,38.771515400,38.772149700,38.781696400,1/10/1
6568,5992,Render,1,"9,543.800",38.475952100,38.475985700,38.476683700,38.486227500,1/10/1
6568,5992,Render,1,"9,536.200",39.610831500,39.610887700,39.611572400,39.621108600,1/10/1
6568,5992,Render,1,"9,530.800",29.656330500,29.656367500,29.657044200,29.666575000,1/10/1
6568,5992,Render,1,"9,527.300",33.744032300,33.744051200,33.744763700,33.754291000,1/10/1
6568,5992,Render,1,"9,524.100",40.875273200,40.875306000,40.876016800,40.885540900,1/10/1
6568,5992,Render,1,"9,523.800",24.690478600,24.690499100,24.691212700,24.700736500,1/10/1
6568,5992,Render,1,"9,520.800",27.723539200,27.723553200,27.724233400,27.733754200,1/10/1
6568,5992,Render,1,"9,515.600",37.490326600,37.490354700,37.491070100,37.500585700,1/10/1
6568,5992,Render,1,"9,514.900",38.687772100,38.687816100,38.688550800,38.698065700,1/10/1
6568,5992,Render,1,"9,509.300",30.487775900,30.487783900,30.488493000,30.498002300,1/10/1
6568,5992,Render,1,"9,501.200",39.526667000,39.526680000,39.527352700,39.536853900,1/10/1
6568,5992,Render,1,"9,500.200",33.024606800,33.024628000,33.025281800,33.034782000,1/10/1
6568,5992,Render,1,"9,494.500",39.355851900,39.355866100,39.356528200,39.366022700,1/10/1
6568,5992,Render,1,"9,479.300",39.655736400,39.655770900,39.656469000,39.665948300,1/10/1
6568,5992,Render,1,"9,474.300",30.571316900,30.571336200,30.571994600,30.581468900,1/10/1
6568,5992,Render,1,"9,470.000",30.306936300,30.306995400,30.307691100,30.317161100,1/10/1
6568,5992,Render,1,"9,469.500",37.573993200,37.574006800,37.574679100,37.584148600,1/10/1
6568,5992,Render,1,"9,467.600",33.658802200,33.658820600,33.659508600,33.668976200,1/10/1
6568,5992,Render,1,"9,462.000",34.004510100,34.004549000,34.005253500,34.014715500,1/10/1
6568,5992,Render,1,"9,457.800",34.742620500,34.742635700,34.743312900,34.752770700,1/10/1
6568,5992,Render,1,"9,454.100",28.206419900,28.206448100,28.207187900,28.216642000,1/10/1
6568,5992,Render,1,"9,452.700",38.954839800,38.954868200,38.955556000,38.965008700,1/10/1
6568,5992,Render,1,"9,450.000",35.224344200,35.224381000,35.225087300,35.234537300,1/10/1
6568,5992,Render,1,"9,446.300",39.825012100,39.825039100,39.825721900,39.835168200,1/10/1
6568,5992,Render,1,"9,443.600",38.256668300,38.256682900,38.257349700,38.266793300,1/10/1
6568,5992,Render,1,"9,438.900",39.741230200,39.741238600,39.741938600,39.751377500,1/10/1
6568,5992,Render,1,"9,410.800",34.392920200,34.392978800,34.393680000,34.403090800,1/10/1
6568,5992,Render,1,"9,404.600",33.788001600,33.788016100,33.788696700,33.798101300,1/10/1
6568,5992,Render,1,"9,403.200",34.655926500,34.655970900,34.656650300,34.666053500,1/10/1
6568,5992,Render,1,"9,396.200",41.491666600,41.491711900,41.492416600,41.501812800,1/10/1
6568,5992,Render,1,"9,392.200",28.938701100,28.938742400,28.939458500,28.948850700,1/10/1
6568,5992,Render,1,"9,374.000",34.572967700,34.572981600,34.573631800,34.583005800,1/10/1
6568,5992,Render,1,"9,373.500",28.504553200,28.504566300,28.505214900,28.514588400,1/10/1
6568,5992,Render,1,"9,372.000",26.191162200,26.191198300,26.191894900,26.201266900,1/10/1
6568,5992,Render,1,"9,371.600",23.474612500,23.474638800,23.475352600,23.484724200,1/10/1
6568,5992,Render,1,"9,369.000",31.240656300,31.240663300,31.241359600,31.250728600,1/10/1
6568,5992,Render,1,"9,358.900",22.007502700,22.007513900,22.008236100,22.017595000,1/10/1
6568,5992,Render,1,"9,349.700",33.521380600,33.521395200,33.522062600,33.531412300,1/10/1
6568,5992,Render,1,"9,330.700",36.658550900,36.658586000,36.659294700,36.668625400,1/10/1
6568,5992,Render,1,"9,306.500",29.574527800,29.574563500,29.575246600,29.584553100,1/10/1
6568,5992,Render,1,"9,294.900",33.873267200,33.873309500,33.874006200,33.883301100,1/10/1
6568,5992,Render,1,"9,273.100",36.241497300,36.241530600,36.242234800,36.251507900,1/10/1
6568,5992,Render,1,"9,268.200",37.958160300,37.958209100,37.958890200,37.968158400,1/10/1
6568,5992,Render,1,"9,258.800",31.025178600,31.025189600,31.025882000,31.035140800,1/10/1
6568,5992,Render,1,"9,254.200",25.707872000,25.707900800,25.708601300,25.717855500,1/10/1
6568,5992,Render,1,"9,244.700",28.774070700,28.774096000,28.774776200,28.784020900,1/10/1
6568,5992,Render,1,"9,233.800",27.808217600,27.808243100,27.808940200,27.818174000,1/10/1
6568,5992,Render,1,"9,215.200",30.794080900,30.794097200,30.794816600,30.804031800,1/10/1
6568,5992,Render,1,"9,214.400",22.364734000,22.364742700,22.365432700,22.374647100,1/10/1
6568,5992,Render,1,"9,197.000",30.390986400,30.391011200,30.391707700,30.400904700,1/10/1
6568,5992,Render,1,"9,158.600",28.291125100,28.291145200,28.291777600,28.300936200,1/10/1
6568,5992,Render,1,"9,150.000",36.569271200,36.569300400,36.569990500,36.579140500,1/10/1
6568,5992,Render,1,"9,146.500",28.641550200,28.641566700,28.642240300,28.651386800,1/10/1
6568,5992,Render,1,"9,124.600",39.041388600,39.041398200,39.042087400,39.051212000,1/10/1
6568,5992,Render,1,"9,117.000",34.224375900,34.224388100,34.225091200,34.234208200,1/10/1
6568,5992,Render,1,"9,113.700",30.091459600,30.091486000,30.092189400,30.101303100,1/10/1
6568,5992,Render,1,"9,092.400",35.008095500,35.008106100,35.008810500,35.017902900,1/10/1
6568,5992,Render,1,"9,085.900",40.336993100,40.337006800,40.337651100,40.346737000,1/10/1
6568,5992,Render,1,"9,080.700",27.540930000,27.540987700,27.541679000,27.550759700,1/10/1
6568,5992,Render,1,"9,080.200",29.741963000,29.741976600,29.742674900,29.751755100,1/10/1
6568,5992,Render,1,"9,070.000",34.841334900,34.841380600,34.842114400,34.851184400,1/10/1
6568,5992,Render,1,"9,063.400",24.120789100,24.120831500,24.121530800,24.130594200,1/10/1
6568,5992,Render,1,"9,059.700",22.503288100,22.503322800,22.504027300,22.513087000,1/10/1
6568,5992,Render,1,"9,055.900",27.320000400,27.320013900,27.320668300,27.329724200,1/10/1
6568,5992,Render,1,"9,051.200",26.020069900,26.020088600,26.020745700,26.029796900,1/10/1
6568,5992,Render,1,"9,030.700",38.341531900,38.341558100,38.342252400,38.351283100,1/10/1
6568,5992,Render,1,"9,018.700",25.537238000,25.537251600,25.537904000,25.546922700,1/10/1
6568,5992,Render,1,"8,950.100",38.037517800,38.037542700,38.038191700,38.047141800,1/10/1
6568,5992,Render,1,"8,925.700",34.924924700,34.924954600,34.925665600,34.934591300,1/10/1
6568,5992,Render,1,"8,865.500",33.570461900,33.570472800,33.571169400,33.580034900,1/10/1
6568,5992,Render,1,"8,863.500",27.936920400,27.936944400,27.937633500,27.946497000,1/10/1
6568,5992,Render,1,"8,861.200",37.403895400,37.403911100,37.404553500,37.413414700,1/10/1
